+-----------------+-----------------+---------+-----------+
|      Src IP     |     Src Port    | Dest IP | Dest Port |
|  216.58.220.14  | 192.168.252.128 |    80   |   44737   |
| 192.168.252.128 |   23.52.64.243  |  57309  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57309   |
| 192.168.252.128 |   66.150.28.89  |  41539  |    443    |
|   66.150.28.89  | 192.168.252.128 |   443   |   41539   |
| 192.168.252.128 |  54.243.92.109  |  53977  |    443    |
|  54.243.92.109  | 192.168.252.128 |   443   |   53977   |
| 192.168.252.128 |  216.58.220.14  |  44862  |     80    |
|  216.58.220.14  | 192.168.252.128 |    80   |   44862   |
| 192.168.252.128 |   23.52.64.131  |  47684  |    443    |
|   23.52.64.131  | 192.168.252.128 |   443   |   47684   |
| 192.168.252.128 |   23.21.248.59  |  43356  |    443    |
|   23.21.248.59  | 192.168.252.128 |   443   |   43356   |
| 192.168.252.128 |  54.165.109.70  |  45409  |     80    |
|  54.165.109.70  | 192.168.252.128 |    80   |   45409   |
| 192.168.252.128 |   23.52.64.243  |  57317  |    443    |
| 192.168.252.128 |   23.52.64.243  |  57419  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57317   |
|   23.52.64.243  | 192.168.252.128 |   443   |   57419   |
| 192.168.252.128 |  216.146.38.125 |  48239  |     80    |
|  216.146.38.125 | 192.168.252.128 |    80   |   48239   |
| 192.168.252.128 |  216.146.38.125 |  48239  |     80    |
| 192.168.252.128 |  216.146.38.125 |  48239  |     80    |
|  216.146.38.125 | 192.168.252.128 |    80   |   48239   |
| 192.168.252.128 |   216.58.220.2  |  44298  |     80    |
|   216.58.220.2  | 192.168.252.128 |    80   |   44298   |
|  216.146.38.125 | 192.168.252.128 |    80   |   48239   |
| 192.168.252.128 |  216.146.38.125 |  48239  |     80    |
|  216.146.38.125 | 192.168.252.128 |    80   |   48239   |
| 192.168.252.128 |   23.52.64.243  |  57357  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57357   |
| 192.168.252.128 |   23.52.64.243  |  57374  |    443    |
| 192.168.252.128 |   23.52.64.243  |  57371  |    443    |
| 192.168.252.128 |   23.52.64.243  |  57372  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57374   |
|   23.52.64.243  | 192.168.252.128 |   443   |   57371   |
|   23.52.64.243  | 192.168.252.128 |   443   |   57372   |
| 192.168.252.128 |   23.52.64.243  |  57391  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57391   |
| 192.168.252.128 |   23.52.64.243  |  57356  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57356   |
| 192.168.252.128 |   23.52.64.243  |  57373  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57373   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  54.225.202.45  |  49186  |    443    |
| 192.168.252.128 |  54.236.164.101 |  59434  |    443    |
|  54.225.202.45  | 192.168.252.128 |   443   |   49186   |
|  54.236.164.101 | 192.168.252.128 |   443   |   59434   |
| 192.168.252.128 |  54.235.140.185 |  46328  |     80    |
|  54.235.140.185 | 192.168.252.128 |    80   |   46328   |
| 192.168.252.128 |   23.52.64.243  |  57318  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57318   |
| 192.168.252.128 |   23.52.64.243  |  57307  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57307   |
| 192.168.252.128 |   23.52.64.243  |  57327  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57327   |
| 192.168.252.128 |   23.52.64.215  |  38451  |    443    |
|   23.52.64.215  | 192.168.252.128 |   443   |   38451   |
| 192.168.252.128 |   23.52.64.243  |  57321  |    443    |
| 192.168.252.128 |  216.58.199.130 |  34371  |     80    |
| 192.168.252.128 |   31.13.79.251  |  46273  |     80    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57321   |
|  216.58.199.130 | 192.168.252.128 |    80   |   34371   |
|   31.13.79.251  | 192.168.252.128 |    80   |   46273   |
| 192.168.252.128 |  216.58.199.130 |  34463  |     80    |
|  216.58.199.130 | 192.168.252.128 |    80   |   34463   |
| 192.168.252.128 |  49.248.249.18  |  41981  |     80    |
|  49.248.249.18  | 192.168.252.128 |    80   |   41981   |
| 192.168.252.128 |   23.52.64.243  |  57370  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57370   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
| 192.168.252.128 |   23.52.64.215  |  38483  |    443    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
|   23.52.64.215  | 192.168.252.128 |   443   |   38483   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |   23.52.64.215  |  38482  |    443    |
|   23.52.64.215  | 192.168.252.128 |   443   |   38482   |
| 192.168.252.128 |  54.231.114.179 |  50734  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50735  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50736  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50737  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50738  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50739  |     80    |
| 192.168.252.128 |   23.52.64.243  |  57394  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57394   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
| 192.168.252.128 |  23.21.169.194  |  37108  |     80    |
| 192.168.252.128 |   23.21.248.59  |  43270  |    443    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  23.21.169.194  | 192.168.252.128 |    80   |   37108   |
|   23.21.248.59  | 192.168.252.128 |   443   |   43270   |
| 192.168.252.128 |  54.231.114.179 |  50740  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50741  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50742  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50743  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50744  |     80    |
| 192.168.252.128 |  54.231.114.179 |  50745  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
| 192.168.252.128 |   23.21.248.59  |  43274  |    443    |
|   23.21.248.59  | 192.168.252.128 |   443   |   43274   |
|  54.231.114.179 | 192.168.252.128 |    80   |   50734   |
| 192.168.252.128 |  54.231.114.179 |  50734  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50738   |
| 192.168.252.128 |  54.231.114.179 |  50738  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50735   |
| 192.168.252.128 |  54.231.114.179 |  50735  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50737   |
| 192.168.252.128 |  54.231.114.179 |  50737  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50739   |
| 192.168.252.128 |  54.231.114.179 |  50739  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50736   |
| 192.168.252.128 |  54.231.114.179 |  50736  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
| 192.168.252.128 |  216.58.199.131 |  45231  |     80    |
|  216.58.199.131 | 192.168.252.128 |    80   |   45231   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  49.248.249.10  |  52509  |    443    |
|  49.248.249.10  | 192.168.252.128 |   443   |   52509   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50741   |
| 192.168.252.128 |  54.231.114.179 |  50741  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50740   |
| 192.168.252.128 |  54.231.114.179 |  50740  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50743   |
| 192.168.252.128 |  54.231.114.179 |  50743  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50742   |
| 192.168.252.128 |  54.231.114.179 |  50742  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50744   |
| 192.168.252.128 |  54.231.114.179 |  50744  |     80    |
|  54.231.114.179 | 192.168.252.128 |    80   |   50745   |
| 192.168.252.128 |  54.231.114.179 |  50745  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
| 192.168.252.128 |  216.58.199.130 |  34335  |     80    |
|  216.58.199.130 | 192.168.252.128 |    80   |   34335   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
| 192.168.252.128 |   49.248.249.8  |  37429  |     80    |
|   49.248.249.8  | 192.168.252.128 |    80   |   37429   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
| 192.168.252.128 |   23.52.64.243  |  57365  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57365   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |   23.52.64.243  |  57392  |    443    |
| 192.168.252.128 |   23.52.64.243  |  57395  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57392   |
|   23.52.64.243  | 192.168.252.128 |   443   |   57395   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |   23.52.64.243  |  57393  |    443    |
|   23.52.64.243  | 192.168.252.128 |   443   |   57393   |
| 192.168.252.128 |   54.89.27.80   |  50599  |    443    |
|   54.89.27.80   | 192.168.252.128 |   443   |   50599   |
|   54.89.27.80   | 192.168.252.128 |   443   |   50599   |
| 192.168.252.128 |   49.248.249.8  |  37559  |     80    |
|   49.248.249.8  | 192.168.252.128 |    80   |   37559   |
| 192.168.252.128 |  216.58.199.132 |  41887  |     80    |
|  216.58.199.132 | 192.168.252.128 |    80   |   41887   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
| 192.168.252.128 |  104.121.72.176 |  56915  |    443    |
|  104.121.72.176 | 192.168.252.128 |   443   |   56915   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  54.239.39.114  |  54927  |     80    |
|  54.239.39.114  | 192.168.252.128 |    80   |   54927   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  54.165.109.70  |  45346  |     80    |
| 192.168.252.128 |   23.52.64.152  |  46530  |    443    |
|  54.165.109.70  | 192.168.252.128 |    80   |   45346   |
|   23.52.64.152  | 192.168.252.128 |   443   |   46530   |
| 192.168.252.128 |  50.19.216.194  |  50083  |     80    |
|  50.19.216.194  | 192.168.252.128 |    80   |   50083   |
| 192.168.252.128 |  52.84.108.217  |  45834  |     80    |
|  52.84.108.217  | 192.168.252.128 |    80   |   45834   |
|   54.89.27.80   | 192.168.252.128 |   443   |   50599   |
| 192.168.252.128 |   54.89.27.80   |  50599  |    443    |
| 192.168.252.128 |   54.89.27.80   |  50608  |    443    |
|   54.89.27.80   | 192.168.252.128 |   443   |   50608   |
|   54.89.27.80   | 192.168.252.128 |   443   |   50608   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
| 192.168.252.128 | 170.149.159.154 |  59352  |    443    |
| 170.149.159.154 | 192.168.252.128 |   443   |   59352   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
| 192.168.252.128 |  74.125.200.121 |  46226  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46226   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46225  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46225   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  50.19.216.194  | 192.168.252.128 |    80   |   50083   |
| 192.168.252.128 |  50.19.216.194  |  50083  |     80    |
| 192.168.252.128 |   23.52.64.243  |  59924  |     80    |
|   23.52.64.243  | 192.168.252.128 |    80   |   59924   |
|   54.89.27.80   | 192.168.252.128 |   443   |   50608   |
| 192.168.252.128 |   54.89.27.80   |  50608  |    443    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46228  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46228   |
| 192.168.252.128 |  146.185.16.178 |  37851  |     80    |
|  146.185.16.178 | 192.168.252.128 |    80   |   37851   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |  74.125.200.121 |  46230  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46230   |
| 192.168.252.128 |   23.52.64.131  |  47733  |    443    |
|   23.52.64.131  | 192.168.252.128 |   443   |   47733   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
| 192.168.252.128 |  74.125.200.121 |  46227  |     80    |
|  74.125.200.121 | 192.168.252.128 |    80   |   46227   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
|  74.125.200.121 | 192.168.252.128 |    80   |   46229   |
| 192.168.252.128 |  74.125.200.121 |  46229  |     80    |
